sample_id,image_id,image_path_masked,image_real_path,crop,canonical_label,condition_group,dataset_split,question_type,question,visible_symptoms,lesion_location,symptom_pattern,severity_level,image_quality,confidence_level,triage_level,label_mentioned_in_question,input_no_label,input_with_label,target_answer,linked_knowledge_ids
TOMATOQA000072,TOMATO_IMG_00009,tomato_images/TOMATO_IMG_00009.jpg,tomato_images/TOMATO_IMG_00009.jpg,cà chua,bệnh đốm vi khuẩn,bacterial_disease,train,followup_needed,Lá cà chua có đốm nhỏ nâu đen cần kiểm tra thêm gì?,có vết thủng nhỏ kiểu shot-hole nếu mô chết rụng; vùng vàng/chlorosis xuất hiện rõ trên phiến lá; mô nâu sẫm/khô cháy chiếm tỷ lệ đáng kể,lá,đốm lá,nặng,đạt yêu cầu,thấp,insufficient_evidence,no,Cây trồng: cà chua. Triệu chứng quan sát: có vết thủng nhỏ kiểu shot-hole nếu mô chết rụng; vùng vàng/chlorosis xuất hiện rõ trên phiến lá; mô nâu sẫm/khô cháy chiếm tỷ lệ đáng kể. Mức độ quan sát: nặng. Câu hỏi người dùng: Lá cà chua có đốm nhỏ nâu đen cần kiểm tra thêm gì?,Cây trồng: cà chua. Nhãn nghi ngờ: bệnh đốm vi khuẩn. Triệu chứng quan sát: có vết thủng nhỏ kiểu shot-hole nếu mô chết rụng; vùng vàng/chlorosis xuất hiện rõ trên phiến lá; mô nâu sẫm/khô cháy chiếm tỷ lệ đáng kể. Mức độ quan sát: nặng. Câu hỏi người dùng: Lá cà chua có đốm nhỏ nâu đen cần kiểm tra thêm gì?,"Chưa nên kết luận tuyệt đối; dấu hiệu có vết thủng nhỏ kiểu shot-hole nếu mô chết rụng; vùng vàng/chlorosis xuất hiện rõ trên phiến lá; mô nâu sẫm/khô cháy chiếm tỷ lệ đáng kể nghiêng về bệnh đốm vi khuẩn nhưng cần kiểm tra thêm nếu ảnh chưa đủ rõ. Điểm phân biệt: Nếu vết bệnh nhỏ, sẫm màu và không có vòng đồng tâm rõ thì nghiêng về đốm vi khuẩn hơn cháy sớm. Mức tin cậy thấp, ưu tiên chưa đủ bằng chứng. Nên ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới. Nên chụp thêm mặt dưới lá hoặc toàn cây nếu dấu hiệu chưa rõ.",K_TOMATO_BACTERIAL_SPOT_SYMPTOM_001;K_TOMATO_BACTERIAL_SPOT_DIFF_001;K_TOMATO_BACTERIAL_SPOT_ACTION_001;K_TOMATO_BACTERIAL_SPOT_CONFIDENCE_001;K_TOMATO_BACTERIAL_SPOT_TRIAGE_001;K_TOMATO_GENERAL_FOLLOWUP_001;K_TOMATO_GENERAL_RAG_SOURCE_001;K_TOMATO_BACTERIAL_SPOT_DIAGNOSTIC_DETAIL_002;K_TOMATO_IMAGE_LOW_EVIDENCE_001;K_TOMATO_FOLLOWUP_UNDERSIDE_WHOLE_PLANT_001
BIDO5CQA000001,BIDO_IMG_00801,images/BIDO_IMG_00801.jpg,images/BIDO_IMG_00801.jpg,bí đỏ,khỏe,khỏe,train,identification,"với lá bí đỏ như vậy, tình trạng lá nên được nhận định theo hướng nào?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,cần theo dõi,đạt yêu cầu,trung bình,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: với lá bí đỏ như vậy, tình trạng lá nên được nhận định theo hướng nào?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: với lá bí đỏ như vậy, tình trạng lá nên được nhận định theo hướng nào?","Chưa thấy dấu hiệu bệnh đặc trưng. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Mức độ hiện xếp cần theo dõi, độ chắc chắn trung bình. Khuyến nghị trước mắt là tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_UNCERTAIN_IMAGE_QUALITY_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001;K_IMAGE_MANUAL_REVIEW_001;K_IMAGE_LABEL_NOISE_001
BIDO5CQA000002,BIDO_IMG_00801,images/BIDO_IMG_00801.jpg,images/BIDO_IMG_00801.jpg,bí đỏ,khỏe,khỏe,train,visual_evidence,Dấu hiệu chưa thấy triệu chứng bệnh rõ có giá trị gì khi đánh giá ảnh này?,"lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,cần theo dõi,đạt yêu cầu,trung bình,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Dấu hiệu chưa thấy triệu chứng bệnh rõ có giá trị gì khi đánh giá ảnh này?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Dấu hiệu chưa thấy triệu chứng bệnh rõ có giá trị gì khi đánh giá ảnh này?","Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Đây là phần cần dùng làm căn cứ thay vì chỉ dựa vào tên bệnh. Cần phân biệt với thay đổi màu do ánh sáng, lá già hoặc thiếu dinh dưỡng nhẹ. Nếu ảnh chưa đủ rõ, nên chụp thêm mặt dưới lá hoặc ảnh toàn cây.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001;K_UNCERTAIN_IMAGE_QUALITY_001
BIDO5CQA000003,BIDO_IMG_00801,images/BIDO_IMG_00801.jpg,images/BIDO_IMG_00801.jpg,bí đỏ,khỏe,khỏe,train,differential_diagnosis,Làm sao phân biệt chưa thấy triệu chứng bệnh rõ với các bệnh lá dễ nhầm?,"lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,cần theo dõi,đạt yêu cầu,trung bình,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Làm sao phân biệt chưa thấy triệu chứng bệnh rõ với các bệnh lá dễ nhầm?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Làm sao phân biệt chưa thấy triệu chứng bệnh rõ với các bệnh lá dễ nhầm?","Cần phân biệt với thay đổi màu do ánh sáng, lá già hoặc thiếu dinh dưỡng nhẹ. Với dấu hiệu đang thấy, nên giữ kết luận ở mức thận trọng và đối chiếu thêm vùng lá khác. Trước mắt tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_DIFF_GENERAL_001;K_UNCERTAIN_IMAGE_QUALITY_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001
BIDO5CQA000004,BIDO_IMG_00801,images/BIDO_IMG_00801.jpg,images/BIDO_IMG_00801.jpg,bí đỏ,khỏe,khỏe,train,severity_assessment,"Dựa vào dấu hiệu chưa thấy triệu chứng bệnh rõ, bệnh đã đáng lo chưa?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,cần theo dõi,đạt yêu cầu,trung bình,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Dựa vào dấu hiệu chưa thấy triệu chứng bệnh rõ, bệnh đã đáng lo chưa?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Dựa vào dấu hiệu chưa thấy triệu chứng bệnh rõ, bệnh đã đáng lo chưa?","Mức độ phù hợp hơn là cần theo dõi. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Nếu dấu hiệu chỉ ở ít lá thì ưu tiên xử lý sớm và theo dõi; nếu lan nhiều lá hoặc cây suy nhanh thì mới nâng mức can thiệp.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_SEVERITY_RULE_001;K_UNCERTAIN_IMAGE_QUALITY_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001
BIDO5CQA000005,BIDO_IMG_00801,images/BIDO_IMG_00801.jpg,images/BIDO_IMG_00801.jpg,bí đỏ,khỏe,khỏe,train,initial_action,Tôi nên ưu tiên xử lý gì trước với dấu hiệu chưa thấy triệu chứng bệnh rõ?,"lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,cần theo dõi,đạt yêu cầu,trung bình,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Tôi nên ưu tiên xử lý gì trước với dấu hiệu chưa thấy triệu chứng bệnh rõ?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Tôi nên ưu tiên xử lý gì trước với dấu hiệu chưa thấy triệu chứng bệnh rõ?","Trong 24-48 giờ đầu, nên tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh. Đồng thời ghi lại số lá bị ảnh hưởng, kiểm tra cây lân cận và tránh tưới làm ướt lá khi vườn đang ẩm.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_ACTION_FIRST_24H_001;K_UNCERTAIN_IMAGE_QUALITY_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001
BIDO5CQA000006,BIDO_IMG_00801,images/BIDO_IMG_00801.jpg,images/BIDO_IMG_00801.jpg,bí đỏ,khỏe,khỏe,train,safety_check,Có nên tự phun thuốc khi chỉ thấy dấu hiệu chưa thấy triệu chứng bệnh rõ không?,"lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",mặt trên lá,chưa thấy triệu chứng bệnh rõ,cần theo dõi,đạt yêu cầu,trung bình,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Có nên tự phun thuốc khi chỉ thấy dấu hiệu chưa thấy triệu chứng bệnh rõ không?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: mặt trên lá
Mẫu triệu chứng: chưa thấy triệu chứng bệnh rõ
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: cần theo dõi
Độ chắc chắn hiện tại: trung bình
Câu hỏi: Có nên tự phun thuốc khi chỉ thấy dấu hiệu chưa thấy triệu chứng bệnh rõ không?","Không nên tự phun thuốc hoặc pha liều khi chưa đủ bằng chứng. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ không đều; ảnh khá rõ, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Cách an toàn hơn là tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh; nếu dùng thuốc, cần theo nhãn sản phẩm và khuyến cáo kỹ thuật địa phương.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_SAFETY_NO_CHEMICAL_001;K_SAFETY_LABEL_ONLY_001;K_HEALTHY_LOW_EVIDENCE_001;K_SAFETY_NO_OVERCLAIM_001;K_UNCERTAIN_IMAGE_QUALITY_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001
BIDO5CQA000007,BIDO_IMG_00802,images/BIDO_IMG_00802.jpg,images/BIDO_IMG_00802.jpg,bí đỏ,khỏe,khỏe,train,identification,"ở phần lá đang thấy, có thể xem đây là biểu hiện bất thường không?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",vùng lá quan sát được,khác màu nhẹ do ánh sáng/tuổi lá,không có bệnh rõ,đạt yêu cầu,trung bình-cao,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: ở phần lá đang thấy, có thể xem đây là biểu hiện bất thường không?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: ở phần lá đang thấy, có thể xem đây là biểu hiện bất thường không?","Ảnh nghiêng về tình trạng cần theo dõi hơn là bệnh rõ. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Mức độ hiện xếp không có bệnh rõ, độ chắc chắn trung bình-cao. Khuyến nghị trước mắt là tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001
BIDO5CQA000008,BIDO_IMG_00802,images/BIDO_IMG_00802.jpg,images/BIDO_IMG_00802.jpg,bí đỏ,khỏe,khỏe,train,visual_evidence,"ở phần lá đang thấy, vùng nào nên dùng làm căn cứ trước tiên?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",vùng lá quan sát được,khác màu nhẹ do ánh sáng/tuổi lá,không có bệnh rõ,đạt yêu cầu,trung bình-cao,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: ở phần lá đang thấy, vùng nào nên dùng làm căn cứ trước tiên?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: ở phần lá đang thấy, vùng nào nên dùng làm căn cứ trước tiên?","Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Đây là phần cần dùng làm căn cứ thay vì chỉ dựa vào tên bệnh. Cần phân biệt với thay đổi màu do ánh sáng, lá già hoặc thiếu dinh dưỡng nhẹ. Nếu ảnh chưa đủ rõ, nên chụp thêm mặt dưới lá hoặc ảnh toàn cây.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_IMAGE_GROUNDING_LOW_EVIDENCE_001
BIDO5CQA000009,BIDO_IMG_00802,images/BIDO_IMG_00802.jpg,images/BIDO_IMG_00802.jpg,bí đỏ,khỏe,khỏe,train,differential_diagnosis,"ở phần lá đang thấy, cần loại trừ khả năng nào trước khi xử lý?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",vùng lá quan sát được,khác màu nhẹ do ánh sáng/tuổi lá,không có bệnh rõ,đạt yêu cầu,trung bình-cao,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: ở phần lá đang thấy, cần loại trừ khả năng nào trước khi xử lý?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: ở phần lá đang thấy, cần loại trừ khả năng nào trước khi xử lý?","Cần phân biệt với thay đổi màu do ánh sáng, lá già hoặc thiếu dinh dưỡng nhẹ. Với dấu hiệu đang thấy, nên giữ kết luận ở mức thận trọng và đối chiếu thêm vùng lá khác. Trước mắt tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_HEALTHY_LOW_EVIDENCE_001;K_DIFF_GENERAL_001
BIDO5CQA000010,BIDO_IMG_00802,images/BIDO_IMG_00802.jpg,images/BIDO_IMG_00802.jpg,bí đỏ,khỏe,khỏe,train,safety_check,"Nếu chưa chắc nguyên nhân, cần tránh điều gì?","lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ",vùng lá quan sát được,khác màu nhẹ do ánh sáng/tuổi lá,không có bệnh rõ,đạt yêu cầu,trung bình-cao,monitor_only,no,"Cây trồng: bí đỏ
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: Nếu chưa chắc nguyên nhân, cần tránh điều gì?","Cây trồng: bí đỏ
Nhãn tham chiếu: khỏe
Dấu hiệu quan sát: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ
Vị trí dấu hiệu: vùng lá quan sát được
Mẫu triệu chứng: khác màu nhẹ do ánh sáng/tuổi lá
Chất lượng ảnh: đạt yêu cầu
Mức độ ước lượng: không có bệnh rõ
Độ chắc chắn hiện tại: trung bình-cao
Câu hỏi: Nếu chưa chắc nguyên nhân, cần tránh điều gì?","Không nên tự phun thuốc hoặc pha liều khi chưa đủ bằng chứng. Bằng chứng trong ảnh: lá chủ yếu vẫn xanh nhưng có thay đổi màu nhẹ tập trung theo cụm nhỏ; ảnh hơi mềm/ít nét, cần theo dõi thêm vì chưa có dấu bệnh đặc trưng rõ. Cách an toàn hơn là tiếp tục theo dõi, giữ tán thông thoáng và chụp lại nếu vết mới xuất hiện hoặc lan nhanh; nếu dùng thuốc, cần theo nhãn sản phẩm và khuyến cáo kỹ thuật địa phương.",K_HEALTHY_001;K_HEALTHY_PREVENTION_001;K_VISUAL_EVIDENCE_RULE_001;K_SAFETY_001;K_SAFETY_NO_CHEMICAL_001;K_SAFETY_LABEL_ONLY_001;K_HEALTHY_LOW_EVIDENCE_001;K_SAFETY_NO_OVERCLAIM_001
