knowledge_id,row_type,crop,canonical_label,condition_group,scope_label,applies_to,plant_part,symptom_pattern,knowledge_type,knowledge_text,confusable_with,differential_reasoning,recommended_action,avoid_action,confidence_rule,triage_rule,source_name,source_url,evidence_excerpt,reliability_level
K_TOMATO_BACTERIAL_SPOT_SYMPTOM_001,knowledge,cà chua,bệnh đốm vi khuẩn,bacterial_disease,single_label,bệnh đốm vi khuẩn,lá; quả; thân,"đốm nhỏ nâu/đen, quầng vàng, không có vòng đồng tâm rõ",symptom,"Đốm vi khuẩn trên cà chua thường tạo đốm nhỏ màu nâu đến đen trên lá; vết bệnh có thể có quầng vàng và tâm có thể rụng tạo lỗ nhỏ. Trên quả, vết bệnh thường dạng vảy nâu hơi gồ.",đốm lá Septoria; cháy sớm; đốm mục tiêu; vết thương cơ học,"Nếu vết bệnh nhỏ, sẫm màu và không có vòng đồng tâm rõ thì nghiêng về đốm vi khuẩn hơn cháy sớm. Septoria thường có tâm xám/nâu tan và chấm đen nhỏ ở vết bệnh già; đốm mục tiêu có thể có vòng đồng tâm rõ hơn.","Ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới.",Không kết luận là nấm chỉ dựa vào đốm nâu; không tự dùng thuốc/liều lượng nếu không có nguồn hoặc khuyến cáo địa phương.,"high khi ảnh rõ, nhiều đốm điển hình; medium khi chỉ có vài đốm hoặc dễ nhầm; low khi ảnh mờ.",early_action khi đốm rõ và lan; monitor_only nếu rất nhẹ; urgent_action nếu nhiều lá/quả bị nặng.,UMN Extension; UC IPM,https://extension.umn.edu/disease-management/bacterial-spot-tomato-and-pepper; https://ipm.ucanr.edu/agriculture/tomato/bacterial-spot/,"Nguồn mô tả đốm nâu/đen nhỏ trên lá và vết vảy trên quả; bệnh lan qua tàn dư, cây ký chủ phụ và điều kiện ẩm.",high
K_TOMATO_BACTERIAL_SPOT_DIFF_001,knowledge,cà chua,bệnh đốm vi khuẩn,bacterial_disease,single_label,bệnh đốm vi khuẩn,lá; quả; thân,"đốm nhỏ nâu/đen, quầng vàng, không có vòng đồng tâm rõ",differential_diagnosis,Cần phân biệt bệnh đốm vi khuẩn với: đốm lá Septoria; cháy sớm; đốm mục tiêu; vết thương cơ học.,đốm lá Septoria; cháy sớm; đốm mục tiêu; vết thương cơ học,"Nếu vết bệnh nhỏ, sẫm màu và không có vòng đồng tâm rõ thì nghiêng về đốm vi khuẩn hơn cháy sớm. Septoria thường có tâm xám/nâu tan và chấm đen nhỏ ở vết bệnh già; đốm mục tiêu có thể có vòng đồng tâm rõ hơn.","Ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới.",Không kết luận là nấm chỉ dựa vào đốm nâu; không tự dùng thuốc/liều lượng nếu không có nguồn hoặc khuyến cáo địa phương.,"high khi ảnh rõ, nhiều đốm điển hình; medium khi chỉ có vài đốm hoặc dễ nhầm; low khi ảnh mờ.",early_action khi đốm rõ và lan; monitor_only nếu rất nhẹ; urgent_action nếu nhiều lá/quả bị nặng.,UMN Extension; UC IPM,https://extension.umn.edu/disease-management/bacterial-spot-tomato-and-pepper; https://ipm.ucanr.edu/agriculture/tomato/bacterial-spot/,"Nguồn mô tả đốm nâu/đen nhỏ trên lá và vết vảy trên quả; bệnh lan qua tàn dư, cây ký chủ phụ và điều kiện ẩm.",high
K_TOMATO_BACTERIAL_SPOT_ACTION_001,rule,cà chua,bệnh đốm vi khuẩn,bacterial_disease,single_label,bệnh đốm vi khuẩn,lá; quả; thân,"đốm nhỏ nâu/đen, quầng vàng, không có vòng đồng tâm rõ",initial_action,"Hướng xử lý ban đầu cho bệnh đốm vi khuẩn: Ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới.",đốm lá Septoria; cháy sớm; đốm mục tiêu; vết thương cơ học,"Nếu vết bệnh nhỏ, sẫm màu và không có vòng đồng tâm rõ thì nghiêng về đốm vi khuẩn hơn cháy sớm. Septoria thường có tâm xám/nâu tan và chấm đen nhỏ ở vết bệnh già; đốm mục tiêu có thể có vòng đồng tâm rõ hơn.","Ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới.",Không kết luận là nấm chỉ dựa vào đốm nâu; không tự dùng thuốc/liều lượng nếu không có nguồn hoặc khuyến cáo địa phương.,"high khi ảnh rõ, nhiều đốm điển hình; medium khi chỉ có vài đốm hoặc dễ nhầm; low khi ảnh mờ.",early_action khi đốm rõ và lan; monitor_only nếu rất nhẹ; urgent_action nếu nhiều lá/quả bị nặng.,UMN Extension; UC IPM,https://extension.umn.edu/disease-management/bacterial-spot-tomato-and-pepper; https://ipm.ucanr.edu/agriculture/tomato/bacterial-spot/,"Nguồn mô tả đốm nâu/đen nhỏ trên lá và vết vảy trên quả; bệnh lan qua tàn dư, cây ký chủ phụ và điều kiện ẩm.",high
K_TOMATO_BACTERIAL_SPOT_CONFIDENCE_001,rule,cà chua,bệnh đốm vi khuẩn,bacterial_disease,single_label,bệnh đốm vi khuẩn,lá; quả; thân,"đốm nhỏ nâu/đen, quầng vàng, không có vòng đồng tâm rõ",confidence_rule,"Quy tắc độ chắc chắn cho bệnh đốm vi khuẩn: high khi ảnh rõ, nhiều đốm điển hình; medium khi chỉ có vài đốm hoặc dễ nhầm; low khi ảnh mờ.",đốm lá Septoria; cháy sớm; đốm mục tiêu; vết thương cơ học,"Nếu vết bệnh nhỏ, sẫm màu và không có vòng đồng tâm rõ thì nghiêng về đốm vi khuẩn hơn cháy sớm. Septoria thường có tâm xám/nâu tan và chấm đen nhỏ ở vết bệnh già; đốm mục tiêu có thể có vòng đồng tâm rõ hơn.","Ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới.",Không kết luận là nấm chỉ dựa vào đốm nâu; không tự dùng thuốc/liều lượng nếu không có nguồn hoặc khuyến cáo địa phương.,"high khi ảnh rõ, nhiều đốm điển hình; medium khi chỉ có vài đốm hoặc dễ nhầm; low khi ảnh mờ.",early_action khi đốm rõ và lan; monitor_only nếu rất nhẹ; urgent_action nếu nhiều lá/quả bị nặng.,UMN Extension; UC IPM,https://extension.umn.edu/disease-management/bacterial-spot-tomato-and-pepper; https://ipm.ucanr.edu/agriculture/tomato/bacterial-spot/,"Nguồn mô tả đốm nâu/đen nhỏ trên lá và vết vảy trên quả; bệnh lan qua tàn dư, cây ký chủ phụ và điều kiện ẩm.",high
K_TOMATO_BACTERIAL_SPOT_TRIAGE_001,rule,cà chua,bệnh đốm vi khuẩn,bacterial_disease,single_label,bệnh đốm vi khuẩn,lá; quả; thân,"đốm nhỏ nâu/đen, quầng vàng, không có vòng đồng tâm rõ",triage_rule,Quy tắc triage cho bệnh đốm vi khuẩn: early_action khi đốm rõ và lan; monitor_only nếu rất nhẹ; urgent_action nếu nhiều lá/quả bị nặng.,đốm lá Septoria; cháy sớm; đốm mục tiêu; vết thương cơ học,"Nếu vết bệnh nhỏ, sẫm màu và không có vòng đồng tâm rõ thì nghiêng về đốm vi khuẩn hơn cháy sớm. Septoria thường có tâm xám/nâu tan và chấm đen nhỏ ở vết bệnh già; đốm mục tiêu có thể có vòng đồng tâm rõ hơn.","Ưu tiên giữ lá khô, tưới gốc, tỉa bỏ lá bệnh vừa phải, vệ sinh tàn dư và theo dõi vết mới sau mưa hoặc tưới.",Không kết luận là nấm chỉ dựa vào đốm nâu; không tự dùng thuốc/liều lượng nếu không có nguồn hoặc khuyến cáo địa phương.,"high khi ảnh rõ, nhiều đốm điển hình; medium khi chỉ có vài đốm hoặc dễ nhầm; low khi ảnh mờ.",early_action khi đốm rõ và lan; monitor_only nếu rất nhẹ; urgent_action nếu nhiều lá/quả bị nặng.,UMN Extension; UC IPM,https://extension.umn.edu/disease-management/bacterial-spot-tomato-and-pepper; https://ipm.ucanr.edu/agriculture/tomato/bacterial-spot/,"Nguồn mô tả đốm nâu/đen nhỏ trên lá và vết vảy trên quả; bệnh lan qua tàn dư, cây ký chủ phụ và điều kiện ẩm.",high
K_TOMATO_EARLY_BLIGHT_SYMPTOM_001,knowledge,cà chua,bệnh cháy sớm,fungal_disease,single_label,bệnh cháy sớm,lá; thân; quả,"đốm nâu có vòng đồng tâm, lá già gần gốc vàng/cháy",symptom,"Cháy sớm cà chua thường xuất hiện trước trên lá già gần gốc với đốm nâu không đều, có vòng đồng tâm dạng bia và mô vàng quanh vết bệnh; quả có thể có vết lõm nâu gần cuống.",đốm mục tiêu; đốm lá Septoria; đốm vi khuẩn; stress dinh dưỡng,"Vòng đồng tâm rõ trên vết bệnh là dấu hiệu quan trọng giúp phân biệt cháy sớm với đốm vi khuẩn. Septoria thường nhỏ hơn, có tâm xám/nâu tan và chấm đen nhỏ; đốm mục tiêu cũng có vòng nhưng thường bắt đầu trong tán rậm và có quầng vàng rõ.","Tỉa bỏ lá bệnh vừa phải, tăng thông thoáng, tưới gốc, phủ gốc hạn chế đất bắn lên lá và theo dõi các lá già gần mặt đất.",Không loại bỏ quá nhiều lá cùng lúc; không bỏ qua vệ sinh tàn dư vì mầm bệnh có thể tồn tại trên tàn dư cây.,high khi thấy vòng đồng tâm rõ; medium nếu chỉ có đốm nâu/cháy chưa đủ rõ.,early_action nếu vòng đồng tâm rõ; urgent_action nếu nhiều lá già cháy lan và giảm tán lá mạnh.,UMN Extension,https://extension.umn.edu/plant-diseases/tomato-leaf-spot-diseases; https://apps.extension.umn.edu/garden/diagnose/plant/vegetable/tomato/leavesspots.html,"Nguồn mô tả đốm nâu bất thường có vòng đồng tâm, thường kèm mô vàng quanh vết bệnh, xuất hiện trên lá già/lá thấp.",high
K_TOMATO_EARLY_BLIGHT_DIFF_001,knowledge,cà chua,bệnh cháy sớm,fungal_disease,single_label,bệnh cháy sớm,lá; thân; quả,"đốm nâu có vòng đồng tâm, lá già gần gốc vàng/cháy",differential_diagnosis,Cần phân biệt bệnh cháy sớm với: đốm mục tiêu; đốm lá Septoria; đốm vi khuẩn; stress dinh dưỡng.,đốm mục tiêu; đốm lá Septoria; đốm vi khuẩn; stress dinh dưỡng,"Vòng đồng tâm rõ trên vết bệnh là dấu hiệu quan trọng giúp phân biệt cháy sớm với đốm vi khuẩn. Septoria thường nhỏ hơn, có tâm xám/nâu tan và chấm đen nhỏ; đốm mục tiêu cũng có vòng nhưng thường bắt đầu trong tán rậm và có quầng vàng rõ.","Tỉa bỏ lá bệnh vừa phải, tăng thông thoáng, tưới gốc, phủ gốc hạn chế đất bắn lên lá và theo dõi các lá già gần mặt đất.",Không loại bỏ quá nhiều lá cùng lúc; không bỏ qua vệ sinh tàn dư vì mầm bệnh có thể tồn tại trên tàn dư cây.,high khi thấy vòng đồng tâm rõ; medium nếu chỉ có đốm nâu/cháy chưa đủ rõ.,early_action nếu vòng đồng tâm rõ; urgent_action nếu nhiều lá già cháy lan và giảm tán lá mạnh.,UMN Extension,https://extension.umn.edu/plant-diseases/tomato-leaf-spot-diseases; https://apps.extension.umn.edu/garden/diagnose/plant/vegetable/tomato/leavesspots.html,"Nguồn mô tả đốm nâu bất thường có vòng đồng tâm, thường kèm mô vàng quanh vết bệnh, xuất hiện trên lá già/lá thấp.",high
K_TOMATO_EARLY_BLIGHT_ACTION_001,rule,cà chua,bệnh cháy sớm,fungal_disease,single_label,bệnh cháy sớm,lá; thân; quả,"đốm nâu có vòng đồng tâm, lá già gần gốc vàng/cháy",initial_action,"Hướng xử lý ban đầu cho bệnh cháy sớm: Tỉa bỏ lá bệnh vừa phải, tăng thông thoáng, tưới gốc, phủ gốc hạn chế đất bắn lên lá và theo dõi các lá già gần mặt đất.",đốm mục tiêu; đốm lá Septoria; đốm vi khuẩn; stress dinh dưỡng,"Vòng đồng tâm rõ trên vết bệnh là dấu hiệu quan trọng giúp phân biệt cháy sớm với đốm vi khuẩn. Septoria thường nhỏ hơn, có tâm xám/nâu tan và chấm đen nhỏ; đốm mục tiêu cũng có vòng nhưng thường bắt đầu trong tán rậm và có quầng vàng rõ.","Tỉa bỏ lá bệnh vừa phải, tăng thông thoáng, tưới gốc, phủ gốc hạn chế đất bắn lên lá và theo dõi các lá già gần mặt đất.",Không loại bỏ quá nhiều lá cùng lúc; không bỏ qua vệ sinh tàn dư vì mầm bệnh có thể tồn tại trên tàn dư cây.,high khi thấy vòng đồng tâm rõ; medium nếu chỉ có đốm nâu/cháy chưa đủ rõ.,early_action nếu vòng đồng tâm rõ; urgent_action nếu nhiều lá già cháy lan và giảm tán lá mạnh.,UMN Extension,https://extension.umn.edu/plant-diseases/tomato-leaf-spot-diseases; https://apps.extension.umn.edu/garden/diagnose/plant/vegetable/tomato/leavesspots.html,"Nguồn mô tả đốm nâu bất thường có vòng đồng tâm, thường kèm mô vàng quanh vết bệnh, xuất hiện trên lá già/lá thấp.",high
K_TOMATO_EARLY_BLIGHT_CONFIDENCE_001,rule,cà chua,bệnh cháy sớm,fungal_disease,single_label,bệnh cháy sớm,lá; thân; quả,"đốm nâu có vòng đồng tâm, lá già gần gốc vàng/cháy",confidence_rule,Quy tắc độ chắc chắn cho bệnh cháy sớm: high khi thấy vòng đồng tâm rõ; medium nếu chỉ có đốm nâu/cháy chưa đủ rõ.,đốm mục tiêu; đốm lá Septoria; đốm vi khuẩn; stress dinh dưỡng,"Vòng đồng tâm rõ trên vết bệnh là dấu hiệu quan trọng giúp phân biệt cháy sớm với đốm vi khuẩn. Septoria thường nhỏ hơn, có tâm xám/nâu tan và chấm đen nhỏ; đốm mục tiêu cũng có vòng nhưng thường bắt đầu trong tán rậm và có quầng vàng rõ.","Tỉa bỏ lá bệnh vừa phải, tăng thông thoáng, tưới gốc, phủ gốc hạn chế đất bắn lên lá và theo dõi các lá già gần mặt đất.",Không loại bỏ quá nhiều lá cùng lúc; không bỏ qua vệ sinh tàn dư vì mầm bệnh có thể tồn tại trên tàn dư cây.,high khi thấy vòng đồng tâm rõ; medium nếu chỉ có đốm nâu/cháy chưa đủ rõ.,early_action nếu vòng đồng tâm rõ; urgent_action nếu nhiều lá già cháy lan và giảm tán lá mạnh.,UMN Extension,https://extension.umn.edu/plant-diseases/tomato-leaf-spot-diseases; https://apps.extension.umn.edu/garden/diagnose/plant/vegetable/tomato/leavesspots.html,"Nguồn mô tả đốm nâu bất thường có vòng đồng tâm, thường kèm mô vàng quanh vết bệnh, xuất hiện trên lá già/lá thấp.",high
K_TOMATO_EARLY_BLIGHT_TRIAGE_001,rule,cà chua,bệnh cháy sớm,fungal_disease,single_label,bệnh cháy sớm,lá; thân; quả,"đốm nâu có vòng đồng tâm, lá già gần gốc vàng/cháy",triage_rule,Quy tắc triage cho bệnh cháy sớm: early_action nếu vòng đồng tâm rõ; urgent_action nếu nhiều lá già cháy lan và giảm tán lá mạnh.,đốm mục tiêu; đốm lá Septoria; đốm vi khuẩn; stress dinh dưỡng,"Vòng đồng tâm rõ trên vết bệnh là dấu hiệu quan trọng giúp phân biệt cháy sớm với đốm vi khuẩn. Septoria thường nhỏ hơn, có tâm xám/nâu tan và chấm đen nhỏ; đốm mục tiêu cũng có vòng nhưng thường bắt đầu trong tán rậm và có quầng vàng rõ.","Tỉa bỏ lá bệnh vừa phải, tăng thông thoáng, tưới gốc, phủ gốc hạn chế đất bắn lên lá và theo dõi các lá già gần mặt đất.",Không loại bỏ quá nhiều lá cùng lúc; không bỏ qua vệ sinh tàn dư vì mầm bệnh có thể tồn tại trên tàn dư cây.,high khi thấy vòng đồng tâm rõ; medium nếu chỉ có đốm nâu/cháy chưa đủ rõ.,early_action nếu vòng đồng tâm rõ; urgent_action nếu nhiều lá già cháy lan và giảm tán lá mạnh.,UMN Extension,https://extension.umn.edu/plant-diseases/tomato-leaf-spot-diseases; https://apps.extension.umn.edu/garden/diagnose/plant/vegetable/tomato/leavesspots.html,"Nguồn mô tả đốm nâu bất thường có vòng đồng tâm, thường kèm mô vàng quanh vết bệnh, xuất hiện trên lá già/lá thấp.",high
K_BGT_HEALTHY_SYMPTOM_001,knowledge,khổ qua/mướp đắng,khỏe,khỏe,single_label,khỏe,lá,"lá xanh tương đối đều, không có tổn thương bệnh rõ",symptom,"Lá khổ qua khỏe thường được xem là lớp đối chứng: phiến lá còn xanh tương đối đều, không có đốm bệnh rõ, không có cháy mép mạnh, không thấy vệt vàng góc cạnh lan rộng hoặc dấu chích hút rõ.",thiếu dinh dưỡng nhẹ; ánh sáng chụp; bụi bẩn; lá già tự nhiên,"Nếu chỉ thấy màu lá không thật đều nhưng không có đốm, mốc, cháy mép hoặc xoăn do côn trùng, nên giữ kết luận khỏe/thận trọng thay vì gán bệnh.","Duy trì chăm sóc cân đối, kiểm tra định kỳ mặt dưới lá và theo dõi nếu màu lá thay đổi nhanh.",Không phun thuốc chỉ vì một vùng màu hơi khác; không gán bệnh nếu thiếu bằng chứng triệu chứng.,Ảnh rõ và lá không có dấu bất thường mạnh có thể confidence cao; ảnh mờ hoặc thiếu góc chụp thì giảm confidence.,monitor_only nếu cây vẫn xanh và sinh trưởng bình thường; insufficient_evidence nếu ảnh quá mờ hoặc chỉ thấy một phần lá.,Internal healthy-class visual safety rule derived from dataset class definition,internal_rule:healthy_class_visual_control,"Healthy rows are used as control cases: if no strong disease, pest or deficiency symptom is visible, avoid assigning a disease and recommend monitoring.",internal_rule
K_BGT_HEALTHY_DIFF_001,rule,khổ qua/mướp đắng,khỏe,khỏe,single_label,khỏe,lá,phân biệt khỏe với bệnh nhẹ,differential_rule,"Lớp khỏe cần được phân biệt với thiếu dinh dưỡng nhẹ hoặc ánh sáng chụp làm lá nhạt màu. Cần kiểm tra thêm khi có vàng lan, cháy mép, đốm nâu, vết góc cạnh hoặc mặt dưới có sâu/rầy.",thiếu đạm nhẹ; thiếu kali nhẹ; rầy xanh giai đoạn đầu; sương mai sớm,"Khỏe thường không có vị trí tổn thương nhất quán; thiếu dinh dưỡng thường có quy luật theo lá già/rìa lá/giữa gân, còn bệnh nấm thường có đốm hoặc vết vàng bất thường.","Theo dõi sau 24-48 giờ, chụp thêm mặt dưới lá nếu xuất hiện vàng loang hoặc chấm li ti.",Không bón/phun mạnh khi cây chưa có triệu chứng chắc chắn.,"Nếu triệu chứng chỉ là màu lá hơi khác trong ảnh một lần, confidence nên trung bình thay vì cao.",monitor_only; chuyển sang followup nếu có triệu chứng mới.,Internal healthy-class visual safety rule derived from dataset class definition,internal_rule:healthy_class_visual_control,"Healthy rows are used as control cases: if no strong disease, pest or deficiency symptom is visible, avoid assigning a disease and recommend monitoring.",internal_rule
K_BGT_DOWNY_SYMPTOM_001,knowledge,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm/oomycete,single_label,bệnh sương mai,lá,vàng loang/vàng góc cạnh trên lá,symptom,"Sương mai trên cây họ bầu bí thường gây các đốm vàng đến xanh nhạt ở mặt trên lá, nhiều trường hợp có dạng góc cạnh hoặc bị giới hạn bởi gân lá. Khi ẩm cao, mặt dưới lá có thể có lớp mốc xám tím.",thiếu đạm/kali; cháy nắng; bệnh đốm lá; úng nước làm vàng lá,Sương mai đáng nghi hơn khi vàng loang hoặc vết góc cạnh xuất hiện theo mảng và cần kiểm tra mặt dưới lá; thiếu dinh dưỡng thường vàng theo quy luật lá già hoặc rìa/giữa gân.,"Kiểm tra mặt dưới lá vào sáng sớm/ẩm cao, giữ tán thông thoáng, tránh tưới ướt lá kéo dài và loại bỏ lá bệnh nặng.",Không kết luận chắc sương mai nếu chỉ thấy lá vàng đều hoặc thiếu ảnh mặt dưới.,Confidence cao khi có vết vàng góc cạnh kèm mốc mặt dưới; trung bình nếu chỉ thấy vàng loang ở mặt trên.,early_action nếu vết đang lan; urgent_action nếu nhiều lá vàng nâu nhanh trong điều kiện ẩm.,University of Minnesota Extension - Downy mildew of cucurbits,https://extension.umn.edu/disease-management/downy-mildew-cucurbits,Cucurbit downy mildew forms yellow to pale green angular spots on the upper leaf surface and grey/purplish fuzz on the underside in humid conditions.,high
K_BGT_DOWNY_DIFF_NUTRIENT_001,rule,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm/oomycete,multi_label,bệnh sương mai; thiếu đạm; thiếu kali; thiếu đạm và kali,lá,sương mai so với thiếu dinh dưỡng,differential_rule,"Sương mai và thiếu dinh dưỡng đều có thể làm lá vàng, nhưng sương mai thường có mảng/vết bất thường và cần đối chiếu mặt dưới lá; thiếu đạm thường vàng từ lá già, thiếu kali thường vàng/cháy mép.",thiếu đạm; thiếu kali; thiếu đạm và kali,"Nếu vàng trải đều hoặc bắt đầu từ lá già, nghi thiếu dinh dưỡng hơn; nếu vàng loang theo mảng và có điều kiện ẩm, cần nghĩ đến sương mai.","Hỏi thêm vị trí lá già/lá non, lịch bón phân, điều kiện ẩm và ảnh mặt dưới lá.",Không dùng thuốc nấm khi chưa loại trừ thiếu dinh dưỡng hoặc stress nước.,Confidence trung bình khi chỉ có một ảnh mặt trên; cao hơn khi có ảnh mặt dưới hoặc vết góc cạnh điển hình.,followup_needed nếu chưa có mặt dưới lá; early_action nếu có dấu lan.,University of Illinois Extension - Downy mildew,https://extension.illinois.edu/plant-problems/downy-mildew,Downy mildew symptoms include pale green to yellow angular lesions bounded by veins and pale gray to purple downy growth on the lower leaf surface in moist weather.,high
K_BGT_DOWNY_ACTION_001,rule,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm/oomycete,single_label,bệnh sương mai,lá,xử lý sớm sương mai,action_rule,"Quản lý sương mai cần ưu tiên giảm ẩm lá, tăng thông thoáng và theo dõi tốc độ lan vì bệnh có thể phát triển nhanh trong điều kiện ẩm.",bệnh đốm lá; thiếu dinh dưỡng,"Nếu vết đang lan trong thời tiết ẩm, xử lý theo hướng bệnh lá; nếu triệu chứng ổn định và thiếu quy luật bệnh, kiểm tra dinh dưỡng.","Giữ luống/vườn thông thoáng, tưới gốc, loại bỏ lá bệnh nặng và tham khảo hướng dẫn địa phương trước khi dùng thuốc.",Không tự pha thuốc hoặc nhắc liều lượng khi không có nguồn/nhãn thuốc.,Confidence phụ thuộc bằng chứng mặt dưới lá và tốc độ lan.,early_action là mặc định; urgent_action nếu lan nhanh trên nhiều lá.,University of Minnesota Extension - Downy mildew of cucurbits,https://extension.umn.edu/disease-management/downy-mildew-cucurbits,Cucurbit downy mildew forms yellow to pale green angular spots on the upper leaf surface and grey/purplish fuzz on the underside in humid conditions.,high
K_BGT_DOWNY_WEATHER_001,knowledge,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm/oomycete,single_label,bệnh sương mai,lá,ẩm/mưa thuận lợi cho sương mai,weather_context,"Sương mai trên cây họ bầu bí phát triển mạnh trong điều kiện lá ướt, ẩm cao hoặc thời tiết mưa/ẩm kéo dài.",vàng lá do úng nước; thiếu dinh dưỡng,Thời tiết ẩm làm tăng khả năng sương mai nhưng không thay thế bằng chứng ảnh; vẫn cần triệu chứng trên lá và/hoặc mặt dưới lá.,"Khi người dùng nhắc mưa/ẩm, ưu tiên hỏi thêm mặt dưới lá và mức lan trong vườn.",Không tự gán thời tiết ẩm nếu câu hỏi/ảnh không cung cấp thông tin.,"Nếu thời tiết được người dùng xác nhận và triệu chứng phù hợp, confidence tăng một bậc.",early_action nếu ẩm kéo dài và vết lan.,University of Illinois Extension - Downy mildew,https://extension.illinois.edu/plant-problems/downy-mildew,Downy mildew symptoms include pale green to yellow angular lesions bounded by veins and pale gray to purple downy growth on the lower leaf surface in moist weather.,high
K_BGT_LEAFSPOT_ACTION_001,rule,khổ qua/mướp đắng,bệnh đốm lá,bệnh nấm,single_label,bệnh đốm lá,lá,xử lý đốm lá,action_rule,"Nhiều bệnh đốm lá được hạn chế bằng vệ sinh tàn dư, giảm ướt lá, tăng thông thoáng và loại bỏ lá bệnh nặng.",sương mai; cháy nắng; thiếu kali,Đốm bệnh thường có mô hoại tử rõ và có thể lan; cháy nắng thường liên quan mặt lá phơi nắng và không có đốm lan theo ổ bệnh.,"Loại bỏ lá bệnh nặng, tưới gốc, tránh chạm cây khi ướt và theo dõi đốm mới.",Không tự đưa tên thuốc/liều lượng nếu không có nguồn địa phương hoặc nhãn thuốc.,Confidence cao khi đốm rõ và lặp trên nhiều lá; thấp nếu chỉ một vết nhỏ.,early_action; urgent_action nếu đốm dày và lá mất nhiều diện tích xanh.,University of Maryland Extension - Cercospora leaf spot of vegetables,https://extension.umd.edu/resource/cercospora-leaf-spot-vegetables,"Cercospora leaf spot can affect cucurbits, causing small tan to brown lesions, sometimes with reddish-purple borders, and is favored by warm humid conditions.",high
K_BGT_LEAFSPOT_WEATHER_001,knowledge,khổ qua/mướp đắng,bệnh đốm lá,bệnh nấm,single_label,bệnh đốm lá,lá,ấm ẩm và lá ướt kéo dài,weather_context,"Nhiều bệnh đốm lá nấm phát triển thuận lợi khi ấm ẩm, lá ướt kéo dài hoặc thông thoáng kém.",sương mai; thán thư,"Điều kiện ẩm hỗ trợ bệnh đốm lá nhưng cần triệu chứng đốm rõ; nếu chỉ vàng loang không đốm, chưa đủ kết luận.","Giảm ẩm lá, tăng khoảng cách/thoáng tán và kiểm tra tiến triển đốm sau vài ngày.",Không gán bệnh đốm lá chỉ vì thời tiết ẩm.,Weather chỉ tăng confidence khi triệu chứng ảnh phù hợp.,early_action nếu đốm tăng sau mưa/ẩm.,University of Maryland Extension - Cercospora leaf spot of vegetables,https://extension.umd.edu/resource/cercospora-leaf-spot-vegetables,"Cercospora leaf spot can affect cucurbits, causing small tan to brown lesions, sometimes with reddish-purple borders, and is favored by warm humid conditions.",high
K_BGT_NUTRIENT_SOIL_TEST_001,rule,khổ qua/mướp đắng,nhiều thiếu dinh dưỡng,thiếu dinh dưỡng/rối loạn sinh lý,multi_label,thiếu đạm; thiếu kali; thiếu magiê; thiếu đạm và kali; thiếu đạm và magiê; thiếu kali và magiê,lá,xác nhận dinh dưỡng bằng phân tích đất/lá,safety_rule,"Các rối loạn dinh dưỡng có nhiều triệu chứng chồng chéo, nên phân tích đất/lá hoặc ít nhất đối chiếu lịch bón, pH, tưới và vị trí lá bị ảnh hưởng trước khi điều chỉnh phân mạnh.",bệnh nấm; rầy xanh; úng nước; cháy nắng,"Triệu chứng dinh dưỡng có quy luật theo lá già/lá non/rìa lá/giữa gân; bệnh và sâu hại thường có đốm, mốc, chích hút hoặc lan theo ổ.","Thu thập thông tin bón phân, tưới nước, pH/độ ẩm đất và kiểm tra thêm vài lá đại diện.",Không bón/phun theo cảm tính từ một ảnh đơn lẻ.,Confidence cần giảm nếu chỉ có một lá hoặc thiếu thông tin bón phân.,followup_needed hoặc early_action tùy mức lan.,Kerala Agricultural University Agri-Infotech Portal - Bitter gourd nutrient deficiencies,https://www.celkau.in/Crops/Vegetables/bitter%20gourd/deficiency.php,"Bitter gourd nutrient deficiency page lists nitrogen, potassium and magnesium symptoms and recommends soil analysis before corrective fertilization.",high
